row_id,ps1_mean,ps1_std,ps1_min,ps1_max,ps1_median,ps1_q25,ps1_q75,ps1_rms,ps1_energy,ps1_skew,ps1_kurt,ps2_mean,ps2_std,ps2_min,ps2_max,ps2_median,ps2_q25,ps2_q75,ps2_rms,ps2_energy,ps2_skew,ps2_kurt,ps3_mean,ps3_std,ps3_min,ps3_max,ps3_median,ps3_q25,ps3_q75,ps3_rms,ps3_energy,ps3_skew,ps3_kurt,ps4_mean,ps4_std,ps4_min,ps4_max,ps4_median,ps4_q25,ps4_q75,ps4_rms,ps4_energy,ps4_skew,ps4_kurt,ps5_mean,ps5_std,ps5_min,ps5_max,ps5_median,ps5_q25,ps5_q75,ps5_rms,ps5_energy,ps5_skew,ps5_kurt,ps6_mean,ps6_std,ps6_min,ps6_max,ps6_median,ps6_q25,ps6_q75,ps6_rms,ps6_energy,ps6_skew,ps6_kurt,ts1_mean,ts1_std,ts1_min,ts1_max,ts1_median,ts1_q25,ts1_q75,ts1_rms,ts1_energy,ts1_skew,ts1_kurt,ts2_mean,ts2_std,ts2_min,ts2_max,ts2_median,ts2_q25,ts2_q75,ts2_rms,ts2_energy,ts2_skew,ts2_kurt,ts3_mean,ts3_std,ts3_min,ts3_max,ts3_median,ts3_q25,ts3_q75,ts3_rms,ts3_energy,ts3_skew,ts3_kurt,ts4_mean,ts4_std,ts4_min,ts4_max,ts4_median,ts4_q25,ts4_q75,ts4_rms,ts4_energy,ts4_skew,ts4_kurt,fs1_mean,fs1_std,fs1_min,fs1_max,fs1_median,fs1_q25,fs1_q75,fs1_rms,fs1_energy,fs1_skew,fs1_kurt,fs2_mean,fs2_std,fs2_min,fs2_max,fs2_median,fs2_q25,fs2_q75,fs2_rms,fs2_energy,fs2_skew,fs2_kurt,vs1_mean,vs1_std,vs1_min,vs1_max,vs1_median,vs1_q25,vs1_q75,vs1_rms,vs1_energy,vs1_skew,vs1_kurt,ce_mean,ce_std,ce_min,ce_max,ce_median,ce_q25,ce_q75,ce_rms,ce_energy,ce_skew,ce_kurt,cp_mean,cp_std,cp_min,cp_max,cp_median,cp_q25,cp_q75,cp_rms,cp_energy,cp_skew,cp_kurt,eps1_mean,eps1_std,eps1_min,eps1_max,eps1_median,eps1_q25,eps1_q75,eps1_rms,eps1_energy,eps1_skew,eps1_kurt,se_mean,se_std,se_min,se_max,se_median,se_q25,se_q75,se_rms,se_energy,se_skew,se_kurt,is_fault
874,158.34026,14.791847,143.23,190.98,153.35,148.49,163.37,159.02898,151741300.0,1.3408922,0.569113,107.35798,46.23629,0.0,166.73,127.38,117.91,127.9,116.889915,81979520.0,-1.8357573,1.5079715,1.7788659,0.86813074,0.0,10.672,2.047,1.969,2.117,1.9793814,23507.707,0.25373244,11.778117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,9.010909,0.02134798,8.956,9.061,9.01,8.995,9.028,9.010961,487184.47,-0.03551005,-0.858665,8.93336,0.021760156,8.873,8.983,8.933,8.917,8.951,8.933344,478827.78,-0.0074784495,-0.84491813,46.538437,0.1994169,46.129,46.805,46.592003,46.375,46.708,46.538857,129951.914,-0.70544714,-0.7033576,51.5767,0.10386908,51.402,51.703,51.641,51.493,51.664,51.5768,159609.97,-0.58636814,-1.2440121,48.716183,0.07588154,48.629,48.867,48.695,48.644,48.786,48.716244,142396.34,0.78014696,-0.70620036,42.04718,0.04614685,41.984,42.117,42.023,42.012,42.098,42.047226,106078.15,0.30396003,-1.6987308,6.6403794,2.990818,0.0,20.079,7.789,7.68075,7.861,7.2818055,31814.812,-1.3812536,1.8950148,9.615199,0.014926001,9.573,9.659,9.615,9.606,9.626,9.615214,55471.41,-0.027906135,-0.09702223,0.6101001,0.03597349,0.568,0.703,0.601,0.5825,0.62450004,0.61114204,22.409676,1.1839644,0.6414386,26.57099,0.34890383,26.083,27.129,26.6525,26.17425,26.89125,26.573236,42368.215,-0.02018974,-1.4460423,1.7279835,0.026268162,1.691,1.775,1.729,1.7015,1.7492499,1.7281797,179.1963,0.14257252,-1.2296058,2452.3323,197.35344,2248.4,2889.0,2385.4,2321.8,2521.8,2460.2476,36316905000.0,1.3329556,0.55224705,59.56696,23.898684,0.0,79.322,69.129,68.59,69.569,64.10811,246590.98,-2.0920784,2.680641,0
875,158.33015,14.803689,143.26,191.01,153.35,148.48,163.38,159.02022,151724580.0,1.3392512,0.5671822,107.34766,46.24557,0.0,166.73,127.38,117.89,127.9,116.88387,81971040.0,-1.8355238,1.5072627,1.7804979,0.8663176,0.0,10.727,2.047,1.969,2.117,1.9800514,23523.621,0.18220785,11.144775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,9.011164,0.020956408,8.957,9.062,9.01,8.995,9.028,9.011213,487211.78,0.02237926,-0.9791699,8.933556,0.021647386,8.88,8.988,8.933,8.917,8.951,8.933537,478848.47,0.024883436,-0.90499455,46.55792,0.2178066,46.129,46.812,46.598,46.375,46.72,46.558422,130061.195,-0.63748515,-0.91992265,51.562317,0.10786272,51.387,51.687,51.621002,51.44225,51.66,51.562424,159521.0,-0.4645608,-1.5200893,48.709087,0.06681424,48.629,48.879,48.691,48.652,48.777,48.709126,142354.73,0.7732541,-0.47310933,42.110813,0.050711602,41.988,42.195,42.096,42.09,42.172,42.110832,106399.33,0.060357936,-0.41836694,6.649448,2.9834332,0.0,20.058,7.783,7.687,7.866,7.287055,31860.701,-1.3907255,1.9362184,9.619065,0.014183188,9.575,9.661,9.619,9.61,9.629,9.619072,55515.926,0.029911203,0.025180176,0.6137667,0.042652074,0.56,0.719,0.604,0.58425,0.63725,0.6152222,22.709904,1.1051227,0.49871972,26.398369,0.27363524,25.773,26.895,26.387001,26.2525,26.645,26.39976,41816.84,-0.30878985,-0.70782274,1.7111164,0.025188169,1.666,1.758,1.711,1.6947501,1.734,1.7112991,175.71266,-0.09433207,-1.0784526,2452.3242,197.30795,2248.4,2889.4,2385.6,2321.8,2521.6,2460.2756,36317737000.0,1.3298126,0.5485352,59.679882,23.9059,0.0,79.123,69.1535,68.444,69.649,64.215706,247419.4,-2.1053247,2.7153902,0
876,158.3136,14.812118,143.2,190.98,153.32,148.48,163.31,159.00452,151694620.0,1.3424796,0.5725939,107.340385,46.229984,0.0,166.78,127.385,117.88,127.87,116.87121,81953280.0,-1.8354646,1.5073292,1.7773032,0.86619073,0.0,10.641,2.047,1.969,2.109,1.9771211,23454.049,0.22383451,11.494993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,9.008346,0.021112623,8.953,9.066,9.008,8.991,9.026,9.008394,486907.0,0.005020841,-0.94569296,8.931459,0.021279352,8.878,8.989,8.931,8.914,8.95,8.931471,478627.1,0.0476519,-0.9486903,46.597034,0.21499191,46.16,46.816,46.6425,46.42225,46.805,46.597527,130279.76,-0.68244755,-0.88020176,51.5648,0.11373418,51.391,51.707,51.617,51.428,51.664,51.564903,159536.36,-0.3969801,-1.5615975,48.716385,0.06616397,48.629,48.859,48.695,48.667,48.779,48.71643,142397.44,0.44260743,-1.0248342,42.157917,0.03825994,42.066,42.199,42.176,42.163002,42.176,42.15791,106637.37,-1.6063904,0.9881064,6.639071,2.9923136,0.0,20.176,7.779,7.68075,7.861,7.281227,31809.762,-1.3687768,1.9185767,9.617467,0.013911561,9.579,9.657,9.617,9.608,9.627,9.617482,55497.58,0.17842945,-0.17487127,0.60589993,0.04112679,0.559,0.698,0.59749997,0.57175004,0.62075,0.607271,22.126684,1.0978391,0.34339362,26.319286,0.22579937,25.979,26.743,26.314499,26.082,26.51125,26.320234,41565.285,0.04994467,-1.35767,1.7004834,0.018665202,1.667,1.737,1.7030001,1.682,1.71725,1.7005842,173.51918,-0.009476628,-1.2996068,2452.5056,197.293,2246.2,2889.0,2385.0,2321.0,2522.2,2460.4458,36322760000.0,1.3322226,0.5458596,59.52099,23.878752,0.0,79.125,69.0065,68.516,69.628,64.0581,246206.38,-2.0927994,2.6817367,0
877,158.32831,14.805715,143.19,190.98,153.35,148.49,163.38,159.01857,151721440.0,1.3379581,0.56480956,107.34369,46.25777,0.0,166.53,127.42,117.88,127.88,116.88495,81972540.0,-1.8351969,1.5063316,1.7771584,0.86717016,0.0,10.727,2.047,1.969,2.109,1.9774191,23461.12,0.2609449,11.932014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,9.004575,0.021816792,8.948,9.06,9.003,8.987,9.022,9.004613,486498.3,-0.013037936,-0.8578243,8.927442,0.021917766,8.868,8.982,8.927,8.91,8.945,8.927454,478196.66,0.0031111052,-0.84271353,46.605232,0.19701014,46.164,46.816,46.635002,46.46,46.795,46.605648,130325.18,-0.79774845,-0.5274249,51.57049,0.10856152,51.375,51.727,51.631,51.475002,51.66,51.570606,159571.66,-0.50223213,-1.3166337,48.73439,0.07121895,48.617,48.883,48.707,48.695,48.805,48.734436,142502.7,0.42762372,-0.87254167,42.120064,0.0426825,42.055,42.187,42.1015,42.094,42.172,42.12007,106446.03,0.3833427,-1.4056811,6.645659,2.9825609,0.0,20.158,7.782,7.678,7.854,7.2832437,31827.383,-1.3785441,1.9703277,9.613992,0.01536335,9.57,9.656,9.614,9.604,9.624,9.613999,55457.39,-0.11462309,-0.062508814,0.60813326,0.040896926,0.555,0.713,0.5955,0.57775,0.62925,0.6094841,22.288248,0.9891034,0.08855195,26.517958,0.3627414,25.874,27.119,26.587,26.168,26.81125,26.520388,42199.855,-0.23479156,-1.2178172,1.7147164,0.02497802,1.673,1.764,1.7149999,1.69075,1.738,1.7148954,176.45198,0.05344697,-1.2237353,2452.1704,196.69345,2248.2,2887.2,2386.2,2323.8,2520.8,2460.0703,36311675000.0,1.327873,0.54777634,59.653313,23.879654,0.0,78.94,69.04,68.531,69.652,64.181404,247155.17,-2.1106005,2.7297034,0
878,158.30182,14.797034,143.22,190.98,153.34,148.47,163.31,158.99156,151669890.0,1.3409727,0.572435,107.317635,46.25183,0.0,166.55,127.425,117.87,127.89,116.859055,81936230.0,-1.835938,1.5068134,1.7772881,0.86870474,0.0,11.023,2.047,1.969,2.109,1.9782073,23479.826,0.34283045,13.080244,0.0011073332,0.048277657,0.0,2.385,0.0,0.0,0.0,0.048288707,13.990796,45.93647,2152.8098,9.010089,0.02212145,8.946,9.07,9.009,8.993,9.028,9.010154,487097.22,-0.117233746,-0.643438,8.932757,0.022370495,8.868,8.993,8.932,8.916,8.951,8.932759,478765.12,-0.07715582,-0.6608204,46.586193,0.21155612,46.152,46.816,46.631,46.375,46.793,46.586678,130219.11,-0.6955474,-0.84480894,51.567463,0.11326445,51.391,51.719,51.6155,51.454247,51.66,51.567585,159552.95,-0.4120295,-1.4449996,48.70564,0.070077896,48.613,48.895,48.695,48.644,48.774,48.705685,142334.62,0.8723038,-0.13450268,42.108936,0.03542038,42.051,42.195,42.098,42.093002,42.105,42.10895,106389.83,1.1195285,0.3217859,6.6425166,2.9792173,0.0,19.706,7.7834997,7.673,7.863,7.2790055,31790.355,-1.4101089,1.8562409,9.617331,0.015919745,9.571,9.667,9.618,9.606,9.629,9.61735,55496.047,-0.025037048,-0.055817775,0.6122834,0.044716842,0.546,0.717,0.6035,0.59000003,0.62624997,0.61388695,22.611431,0.94655764,0.34084296,26.413048,0.2546098,25.808,26.975,26.407,26.236252,26.612999,26.414259,41862.785,-0.14426042,-0.10765733,1.7125995,0.021056179,1.669,1.769,1.713,1.697,1.72725,1.7127272,176.00607,0.29908258,0.04852454,2453.1243,197.25514,2248.4,2889.4,2386.2,2322.2,2521.8,2461.0662,36341080000.0,1.3345428,0.5597575,59.571434,23.877813,0.0,79.218,69.0295,68.492,69.613,64.10464,246564.25,-2.0995688,2.7017949,0
879,158.33789,14.780995,143.22,191.0,153.35,148.56,163.34,159.02596,151735540.0,1.3417398,0.5746501,107.351295,46.256214,0.0,166.68,127.43,117.91,127.9,116.89149,81981710.0,-1.8360652,1.508003,1.7777479,0.86662495,0.0,10.773,2.055,1.969,2.109,1.977711,23468.043,0.24578816,11.775185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,9.010039,0.021123046,8.953,9.062,9.009,8.993,9.028,9.010067,487087.88,-0.0186666,-0.8982436,8.932068,0.021409038,8.874,8.983,8.931,8.915,8.95,8.932055,478689.66,0.006727518,-0.8867472,46.583233,0.21187663,46.16,46.816,46.631,46.4405,46.801,46.58371,130202.52,-0.6576392,-0.8027061,51.561333,0.105203584,51.387,51.68,51.607002,51.44525,51.652,51.56144,159514.92,-0.47507903,-1.469698,48.72899,0.06698761,48.629,48.871,48.707,48.694,48.79,48.729027,142471.08,0.5231237,-0.76281095,42.079197,0.028077373,42.004,42.105,42.094,42.076,42.098,42.079212,106239.6,-1.6581585,1.5674046,6.639822,2.9873567,0.0,20.001,7.781,7.6775,7.861,7.2798796,31797.988,-1.3827543,1.8913252,9.617085,0.014677045,9.573,9.656,9.618,9.608,9.627,9.617098,55493.15,-0.060154185,-0.12413663,0.6026166,0.040282093,0.546,0.701,0.5945,0.57325,0.618,0.603939,21.88454,1.0266492,0.44662377,26.571589,0.23700044,26.246,27.202,26.4945,26.427,26.707,26.57262,42366.25,1.0680515,0.6814374,1.7231,0.02009022,1.685,1.77,1.7175,1.711,1.7365,1.7232152,178.16824,0.72496873,0.04061037,2449.8335,198.39326,2244.4,2889.4,2382.2,2319.8,2518.8,2457.8667,36246655000.0,1.3300534,0.5524074,59.64451,23.92793,0.0,79.471,69.1615,68.794,69.761,64.1909,247228.3,-2.092762,2.682412,0
880,158.32903,14.807782,143.2,191.01,153.34,148.49,163.36,159.01978,151723730.0,1.3399754,0.5676066,107.36191,46.23946,0.0,166.63,127.43,117.91,127.89,116.894516,81985960.0,-1.8353322,1.5073333,1.781854,0.8713048,0.0,10.969,2.055,1.969,2.117,1.9834512,23604.473,0.29768556,12.294832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.998723,0.021709377,8.937,9.055,8.998,8.981,9.016,8.998741,485864.03,4.3130667e-06,-0.79101706,8.920823,0.021941412,8.858,8.976,8.92,8.904,8.938,8.920811,477485.2,0.019319475,-0.7498052,46.55349,0.20010978,46.148,46.816,46.629,46.388,46.719,46.55391,130035.99,-0.71448654,-0.6290339,51.554504,0.10812957,51.387,51.676,51.5975,51.422,51.652,51.554607,159472.64,-0.40057558,-1.587828,48.761127,0.08019584,48.656,48.953,48.709,48.699,48.80775,48.761204,142659.3,0.89914465,-0.33253112,42.1045,0.03793466,42.051,42.199,42.094,42.09,42.098,42.10452,106367.44,1.3147862,0.6018301,6.64045,2.9836876,0.0,20.352,7.773,7.6695004,7.856,7.2789493,31789.863,-1.3641088,2.0062304,9.611797,0.015290248,9.556,9.659,9.612,9.601,9.622,9.611804,55432.062,0.13533695,0.23164847,0.5930834,0.04009704,0.544,0.693,0.586,0.56575,0.59999996,0.59441465,21.199728,1.4012648,1.1845913,26.560072,0.2804074,26.063,27.151,26.560501,26.426,26.714748,26.561522,42330.867,-0.073766895,-0.5014573,1.7236167,0.022368327,1.686,1.773,1.72,1.70875,1.73825,1.7237594,178.28078,0.12802422,-0.78045404,2446.726,198.07523,2241.8,2887.8,2379.4,2315.6,2515.6,2454.6497,36151830000.0,1.3343529,0.5522339,59.762108,23.92467,0.0,78.871,69.097,68.62,69.738,64.298996,248061.64,-2.1102471,2.727972,0
881,158.31741,14.799696,143.23,190.95,153.34,148.49,163.35,159.00728,151699870.0,1.3395196,0.56773245,107.361855,46.221584,0.0,166.65,127.4,117.91,127.89,116.88754,81976184.0,-1.8359956,1.5092528,1.7800187,0.8685627,0.0,10.773,2.047,1.969,2.117,1.9805983,23536.62,0.25034395,11.838429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.987739,0.021656191,8.933,9.048,8.987,8.97,9.005,8.987738,484676.6,0.00020865168,-0.83125407,8.910441,0.021704309,8.852,8.976,8.91,8.893,8.928,8.910428,476374.3,0.02310767,-0.77862996,46.556374,0.2050888,46.137,46.816,46.625,46.39,46.72,46.556812,130052.22,-0.7068277,-0.67869693,51.538002,0.1086871,51.379,51.664,51.573997,51.406,51.645,51.538113,159370.62,-0.28115997,-1.6949552,48.744804,0.06893383,48.641,48.887,48.715,48.695,48.801,48.744846,142563.61,0.5118281,-0.9317879,42.151344,0.040516213,42.066,42.199,42.172,42.12425,42.176,42.151352,106604.18,-1.0156455,-0.6192955,6.6243825,2.9885983,0.0,20.016,7.7625,7.672,7.846,7.2663093,31679.55,-1.3790251,1.8846586,9.608032,0.017112654,9.559,9.659,9.608,9.595,9.62,9.608048,55388.754,0.19295956,-0.219115,0.59510005,0.032863196,0.541,0.681,0.589,0.5715,0.608,0.5959916,21.31236,0.8330641,0.29364178,26.45388,0.25701657,26.064,27.037,26.4265,26.271,26.57325,26.455109,41992.367,0.6170867,-0.30290297,1.7053833,0.021310536,1.665,1.754,1.706,1.68875,1.717,1.7055142,174.52672,0.4691353,-0.40929845,2445.8447,197.0213,2241.8,2880.8,2379.4,2314.75,2515.4,2453.7153,36124316000.0,1.3274908,0.5402072,59.554306,23.90739,0.0,79.224,69.11,68.651,69.705,64.09955,246525.11,-2.087835,2.6675222,0
882,158.30151,14.803408,143.27,191.06,153.31,148.45,163.31,158.99176,151670270.0,1.342241,0.57242495,107.341156,46.22676,0.0,166.52,127.38,117.88,127.88,116.87062,81952450.0,-1.8356208,1.5077097,1.7764063,0.86630684,0.0,10.773,2.047,1.969,2.109,1.9763635,23436.076,0.262664,12.1799345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.986386,0.021145517,8.932,9.037,8.986,8.969,9.005,8.986384,484530.56,-0.011779456,-0.9163201,8.909144,0.021319963,8.855,8.964,8.908,8.892,8.926,8.909117,476234.22,0.023867264,-0.882926,46.578613,0.21416515,46.148,46.832,46.629,46.4395,46.74775,46.5791,130176.77,-0.7246297,-0.7395964,51.53125,0.11581948,51.336,51.664,51.566498,51.406,51.648,51.53137,159328.92,-0.24590008,-1.6146374,48.74065,0.07278557,48.613,48.871,48.707,48.691,48.812,48.740704,142539.38,0.141978,-1.3347365,42.160255,0.037681825,42.078,42.199,42.176,42.148,42.184,42.160263,106649.27,-1.1610594,-0.17003982,6.62381,2.9825547,0.0,20.198,7.756,7.6615,7.844,7.263308,31653.387,-1.367663,1.9415679,9.60612,0.016717037,9.559,9.656,9.606,9.594,9.618,9.606131,55366.645,0.20014328,-0.15574943,0.58414996,0.029567404,0.539,0.656,0.58,0.56649995,0.59625,0.5848854,20.525455,0.88861626,0.28946757,26.467632,0.27493715,26.087,27.164,26.480999,26.24625,26.643,26.469038,42036.598,0.53132236,-0.3410826,1.7017001,0.021130985,1.67,1.758,1.7,1.684,1.71625,1.7018291,173.77335,0.57529074,-0.198331,2448.5957,196.07178,2246.0,2882.4,2381.8,2318.4,2517.4,2456.4343,36204413000.0,1.332829,0.55229974,59.499966,23.851364,0.0,78.829,68.9845,68.483,69.459,64.028534,245979.17,-2.099182,2.6990685,0
883,158.307,14.798596,143.23,191.51,153.32,148.48,163.35,158.99666,151679620.0,1.3390874,0.5672012,107.35945,46.237873,0.0,166.71,127.35,117.88,127.9,116.891884,81982280.0,-1.8353605,1.5068736,1.7801317,0.8671356,0.0,10.859,2.055,1.969,2.117,1.9800732,23524.14,0.25602916,12.111869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.986681,0.021360653,8.922,9.037,8.986,8.97,9.005,8.986663,484560.66,-0.06546651,-0.850044,8.909936,0.021428818,8.847,8.965,8.91,8.892,8.928,8.909893,476317.2,-0.039017197,-0.8712985,46.59468,0.21187386,46.152,46.812,46.642998,46.443497,46.793,46.59516,130266.55,-0.78549606,-0.6722374,51.543877,0.11157634,51.34,51.672,51.578,51.417,51.652,51.54398,159406.9,-0.2871097,-1.6361811,48.699585,0.06313095,48.613,48.855,48.684,48.644,48.766,48.699627,142299.22,0.7476673,-0.71233445,42.102585,0.029387407,42.059,42.199,42.094,42.09,42.105,42.1026,106357.74,2.0869443,4.330927,6.62198,2.979987,0.0,19.969,7.7625,7.6525,7.839,7.2605867,31629.674,-1.3826299,1.8947812,9.603507,0.016449241,9.55,9.653,9.604,9.592,9.61525,9.603515,55336.492,0.07449528,-0.34854168,0.57873327,0.025150303,0.536,0.635,0.57350004,0.55575,0.59625,0.5792705,20.133259,0.5388369,-0.60550094,26.500385,0.20292525,26.168,27.04,26.443,26.35375,26.65275,26.501148,42138.652,0.6851057,-0.20716046,1.7086834,0.015348489,1.688,1.751,1.704,1.698,1.715,1.7087512,175.18985,1.0977106,0.40682328,2446.9524,196.33792,2243.0,2884.2,2380.8,2317.8,2514.6501,2454.81,36156550000.0,1.3292205,0.5534305,59.51452,23.869562,0.0,79.089,68.9315,68.557,69.518,64.04871,246134.28,-2.0949426,2.6879203,0
884,158.30525,14.804115,143.26,191.0,153.34,148.42,163.35,158.99568,151677760.0,1.3393512,0.5663935,107.35848,46.2387,0.0,166.69,127.41,117.91,127.9,116.89114,81981240.0,-1.8355151,1.507892,1.7748631,0.86648035,0.0,10.664,2.047,1.953,2.109,1.9750482,23404.893,0.2753049,11.914723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.982731,0.022483319,8.924,9.038,8.982,8.965,9.002,8.982722,484135.75,-0.07095643,-0.7568598,8.906327,0.02213668,8.851,8.963,8.906,8.889,8.925,8.906286,475931.62,-0.012008742,-0.80065274,46.580696,0.20652708,46.152,46.82,46.629,46.39,46.7425,46.58115,130188.21,-0.6309343,-0.82232904,51.544346,0.11247323,51.352,51.664,51.582,51.406,51.652,51.544468,159409.94,-0.29601914,-1.6835257,48.703415,0.07941783,48.609,48.867,48.693,48.637,48.777,48.70348,142321.75,0.7303932,-0.78969175,42.084385,0.026397366,42.004,42.121,42.094,42.082,42.098,42.084396,106265.79,-1.7757256,2.1308165,6.631052,2.975837,0.0,20.129,7.7605,7.65675,7.836,7.267161,31686.979,-1.3805954,1.9727492,9.600432,0.01782305,9.55,9.648,9.601,9.588,9.613,9.600438,55301.043,0.0013522287,-0.36286995,0.58969986,0.029366361,0.544,0.669,0.584,0.568,0.6085,0.5904186,20.915648,0.6881585,-0.2748521,26.4501,0.29220048,26.122,27.224,26.353,26.244,26.630001,26.451687,41981.504,1.3099332,0.9968834,1.7102166,0.02358115,1.682,1.772,1.7055,1.6925,1.723,1.7103763,175.52322,1.0901401,0.56833816,2445.5618,198.00226,2237.0,2887.4,2378.0,2313.6,2513.4,2453.5442,36119273000.0,1.3448856,0.5733691,59.73284,23.915873,0.0,79.215,69.1055,68.435,69.642,64.268555,247826.81,-2.1088881,2.7260792,0
885,158.30492,14.794654,143.24,190.98,153.34,148.48,163.35,158.99428,151675090.0,1.3395307,0.56833506,107.33274,46.262062,0.0,166.59,127.435,117.87,127.88,116.87689,81961250.0,-1.8353935,1.5060056,1.7775513,0.8665265,0.0,10.773,2.047,1.969,2.109,1.977482,23462.61,0.24551433,11.896322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.9797945,0.022024266,8.922,9.034,8.979,8.962,8.997,8.979804,483821.3,0.029560508,-0.8696184,8.903221,0.02187008,8.847,8.957,8.903,8.885,8.921,8.903162,475597.75,0.026836898,-0.8813578,46.536823,0.19671899,46.125,46.816,46.592003,46.391,46.712997,46.537228,129942.81,-0.68303615,-0.6261467,51.532207,0.10962498,51.348,51.664,51.5625,51.414,51.637,51.532333,159334.88,-0.16688266,-1.6787652,48.71611,0.08226565,48.617,48.895,48.693,48.652,48.786,48.716187,142396.02,0.7743228,-0.7457881,42.06123,0.040775616,41.988,42.109,42.084,42.016,42.098,42.061256,106148.95,-0.35461396,-1.6203461,6.6318083,2.9764028,0.0,20.013,7.766,7.661,7.845,7.2680845,31695.031,-1.3926979,1.9299233,9.598528,0.018069224,9.544,9.657,9.597,9.586,9.611,9.59854,55279.184,0.22713473,-0.13205905,0.59441674,0.023941522,0.557,0.647,0.5935,0.57275003,0.6095,0.5948906,21.23369,0.35591528,-0.70154476,26.612017,0.3774831,26.083,27.306,26.565,26.25075,26.9005,26.614649,42500.37,0.43543348,-1.0405266,1.7227501,0.028556,1.683,1.774,1.718,1.69775,1.747,1.7229828,178.12018,0.50170314,-1.0434496,2446.369,196.41548,2242.8,2879.6,2379.8,2316.8,2514.4,2454.171,36137726000.0,1.3326796,0.5586735,59.685432,23.900146,0.0,78.891,69.0735,68.57,69.629,64.21875,247442.88,-2.1078978,2.722594,0
886,158.30779,14.790327,143.24,190.98,153.32,148.49,163.33,158.99664,151679600.0,1.3415672,0.5732556,107.33553,46.26034,0.0,166.57,127.445,117.91,127.89,116.878654,81963710.0,-1.8359811,1.5068748,1.7789067,0.8665743,0.0,10.641,2.047,1.969,2.109,1.978735,23492.352,0.22403872,11.538834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.981905,0.021519495,8.92,9.033,8.981,8.965,9.0,8.981927,484050.0,-0.027031332,-0.92891943,8.9054365,0.021465044,8.847,8.957,8.905,8.887,8.924,8.905384,475835.16,-0.008661821,-0.9726484,46.530384,0.20466581,46.125,46.816,46.59,46.379,46.712997,46.530827,129907.08,-0.6505979,-0.7951069,51.518238,0.1140046,51.309,51.664,51.539,51.402,51.645,51.51835,159248.42,-0.14511606,-1.5711528,48.7123,0.06041949,48.613,48.82,48.695,48.664,48.777,48.712334,142373.5,0.3979486,-1.1125631,42.079643,0.030737177,42.0,42.109,42.094,42.07,42.098,42.079666,106241.9,-1.6461957,1.4621079,6.6306043,2.9750552,0.0,19.667,7.7735,7.6635,7.85325,7.266434,31680.64,-1.4117976,1.8472412,9.602078,0.017562145,9.556,9.661,9.602,9.589,9.614,9.60209,55320.08,0.14171194,-0.44420558,0.6075333,0.025670312,0.572,0.669,0.601,0.585,0.62075,0.6080664,22.18468,0.7718186,-0.33333918,26.452435,0.24398734,26.029,27.093,26.400501,26.28725,26.63,26.453539,41987.383,0.6607579,0.15871982,1.7169498,0.017645689,1.688,1.762,1.714,1.70375,1.7305,1.7170391,176.8934,0.59491795,0.03323029,2447.473,197.02365,2242.0,2883.6,2381.0,2317.4,2515.6,2455.3345,36172005000.0,1.3344624,0.56056446,59.59765,23.887506,0.0,78.896,69.0775,68.631,69.662,64.132545,246778.97,-2.1003342,2.7015848,0
